fitzpatrick_scale,three_partition_label,label,local_filename,md5hash,fitzpatrick_centaur,nine_partition_label,qc,url,url_alphanum
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica50.jpg,159d0c6be3e4756491d0baa5214cbb84,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica50.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica50jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica18.jpg,95118cf0e8d45a0ec8595a766fddde6a,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica18.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica18jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica31.jpg,fa5ee8076a0a160c3f46bd6d9df54a0f,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica31.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica31jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica33.jpg,cbabb8abff4c39c146392e89ecc536e3,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica33.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica33jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica28.jpg,78e926a6916dcf62af448b76ca4a5f2e,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica28.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica28jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica24.jpg,67e24fbacf97ad90c4398f8c6a374c0b,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica24.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica24jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica12.jpg,0971963dbc2615d9b69b4df3f233a635,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica12.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica12jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica3.jpg,18cc01f6c9a14274831988cff698e4b6,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica3.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica3jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica21.jpg,0d13aa7451f546b6437300041e2de16e,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica21.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica21jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica11.jpg,245e4f101ffe195b04d281ff1dd369e6,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica11.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica11jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica37.jpg,23afc62c39e31e917f41e7d37d092f10,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica37.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica37jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica26.jpg,00c6529c53944cfc7b184abce798e16a,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica26.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica26jpg.jpg
4,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica41.jpg,244e2e9d82e63e5767f677f6da781f7f,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica41.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica41jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica1.jpg,4ec7516309befe3ffd640422ffc222e5,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica1.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica1jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica44.jpg,84ee0042bb11c3b602e6dbeb61f09c2d,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica44.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica44jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica40.jpg,b109982ca5118b0b9178822a185bd766,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica40.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica40jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica54.jpg,2f24be067b34d9eaad4f9a9d64aa7e9c,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica54.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica54jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica19.jpg,30e576749a1ea43626b9fa7ebd7e2cb9,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica19.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica19jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica20.jpg,e86d50cde17faeea19cdbf4dc842e40b,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica20.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica20jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica48.jpg,bd35553840a6d9e2856704100e924e44,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica48.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica48jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica52.jpg,13adab488f0d546393badd628e6b0cab,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica52.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica52jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica46.jpg,6652189f86998a78e9f3181b9e54c6f0,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica46.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica46jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica2.jpg,c9b83ac4e1b3f7bb1e7724bca07402d1,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica2.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica2jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica6.jpg,f26a85829f7fd99ec283c14fc714ce95,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica6.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica6jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica7.jpg,75b95ba9f6ebdbc4cd68c70390f0183d,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica7.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica7jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica53.jpg,c011e6a013275b66d23a67658447d500,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica53.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica53jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica35.jpg,3b838d789f9a6b0616a288c179d3a9ce,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica35.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica35jpg.jpg
4,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica49.jpg,93117ae601093834e9d8ef00b0279c9f,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica49.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica49jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica30.jpg,03706692328d6e9139f5b9052f6da5e0,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica30.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica30jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica14.jpg,a8906c0e332142a56bca088f8c796890,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica14.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica14jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica22.jpg,b0ec8094cf76e46b21513334e385e6b4,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica22.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica22jpg.jpg
4,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica43.jpg,ab38db22af9bcebdee908f231624e298,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica43.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica43jpg.jpg
4,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica42.jpg,756e3d4d205413336bd6d3575fa4ca7b,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica42.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica42jpg.jpg
3,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica39.jpg,85a319791d9be5e9c27779525ffb531b,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica39.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica39jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica13.jpg,d6e813b0b9f3819bf66ad577fc5214e5,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica13.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica13jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica38.jpg,6c9b7eb4f43a28696a0f7bb59a0e9f3a,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica38.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica38jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica8.jpg,05c5c9cb06e87092dfeac77954d5f7b8,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica8.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica8jpg.jpg
1,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica15.jpg,fd190058663b910cb1070c7d74e8f91f,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica15.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica15jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica17.jpg,609c2b8e12b6eed5a94269a4d0885063,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica17.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica17jpg.jpg
4,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica34.jpg,e6b375b8b1b7e27706623977dace3721,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica34.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica34jpg.jpg
4,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica51.jpg,499d25d0aab105c9d6c4a45d3066e055,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica51.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica51jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica23.jpg,f5ac686229ec10ad69d9175606413329,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica23.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica23jpg.jpg
2,non-neoplastic,acrodermatitis enteropathica,fitzpatrick_images\acrodermatitis_enteropathica5.jpg,7579fcd964e9c4bb5d260b75ac7e2722,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica5.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica5jpg.jpg
5,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa7.jpg,44112aa31b9075f3ea05c311695922ff,5.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa7.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa7jpg.jpg
6,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa43.jpg,e5e053bfe58028ea606e13e12e0c9f88,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa43.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa43jpg.jpg
4,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex8.jpg,74ae1f272665f744034d62a5decceda6,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex8.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexepidermolysisbullosasimplex8jpg.jpg
5,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa6.jpg,97c48290e8a4bcbf502fc277ea1b3934,5.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa6jpg.jpg
5,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex12.jpg,b7969c6c59a5783c9d2284e45dfc2c74,5.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex12.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexepidermolysisbullosasimplex12jpg.jpg
5,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa16.jpg,25f8dff61976c7e3c3af3bf797d69897,6.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa16.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa16jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa27.jpg,2944b1e61d5d2245e69b19e308032985,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa27.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa27jpg.jpg
4,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa12.jpg,490db0e5fe84c0af4b57a848ecaa0d77,4.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa12.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa12jpg.jpg
4,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa13.jpg,89e2b2b8614998cd2cb53b7d3e6ac7c7,4.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa13.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa13jpg.jpg
6,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa32.jpg,752e20129686ceac84fc7a3968685b6c,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa32.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa32jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex_of_weber_cockayne_type6.jpg,55c855449c136bee69cdae73faed69f6,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type6.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexofwebercockaynetypeepidermolysisbullosasimplexofwebercockaynetype6jpg.jpg
1,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\junctional-epidermolysis-bullosa1.jpg,71125a70330297cddfc9ee394071e804,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/J/junctional-epidermolysis-bullosa/junctional-epidermolysis-bullosa1.jpg,httpwwwdermaamincomsiteimagesclinicalpicJjunctionalepidermolysisbullosajunctionalepidermolysisbullosa1jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex11.jpg,2dae1092e7d8fa90a0cbd80f6ff8704f,3.0,genodermatoses,2 Characteristic,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex11.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexepidermolysisbullosasimplex11jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex_of_weber_cockayne_type1.jpg,b919dab66b3ec2964fb73865d241942d,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type1.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexofwebercockaynetypeepidermolysisbullosasimplexofwebercockaynetype1jpg.jpg
3,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa2.jpg,2518d88f10c13455db5fa02831ca737b,5.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa2.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa2jpg.jpg
4,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa48.jpg,586039e44e4333c917bf3ac814cb485f,5.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa48.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa48jpg.jpg
3,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa31.jpg,214c8fcb8074b56b3bd5eba26c342615,3.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa31.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa31jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex_of_weber_cockayne_type8.jpg,4041e06feb46376fc77b59faf7bb1c09,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type8.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexofwebercockaynetypeepidermolysisbullosasimplexofwebercockaynetype8jpg.jpg
1,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\recessive-dystrophic-epidermolysis-bullosa3.jpg,b2861807832c112dadfc0729c51dc2fa,-1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/r/recessive-dystrophic-epidermolysis-bullosa/recessive-dystrophic-epidermolysis-bullosa3.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrecessivedystrophicepidermolysisbullosarecessivedystrophicepidermolysisbullosa3jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa5.jpg,5944134be756ff43cb8834b3ae944139,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa5.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa5jpg.jpg
3,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex_of_weber_cockayne_type7.jpg,1ccd8640c966ba4dad1aa17119e392f0,1.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type7.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexofwebercockaynetypeepidermolysisbullosasimplexofwebercockaynetype7jpg.jpg
6,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\junctional-epidermolysis-bullosa2.jpg,e6d4eff50c0c91271ec920ded74762a9,6.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/J/junctional-epidermolysis-bullosa/junctional-epidermolysis-bullosa2.jpg,httpwwwdermaamincomsiteimagesclinicalpicJjunctionalepidermolysisbullosajunctionalepidermolysisbullosa2jpg.jpg
3,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa37.jpg,52fd429604eee981e0a27bb0a0664e88,4.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa37.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa37jpg.jpg
3,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa41.jpg,8292d287382a8d60f471e7a16f7bba86,4.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa/epidermolysis_bullosa41.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosaepidermolysisbullosa41jpg.jpg
2,non-neoplastic,epidermolysis bullosa,fitzpatrick_images\epidermolysis_bullosa_simplex2.jpg,95f90a8a7c58c5ac065543959c3cb9e0,2.0,genodermatoses,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex/epidermolysis_bullosa_simplex2.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexepidermolysisbullosasimplex2jpg.jpg
